"target_end_date","location","target","quantile","truth","value","model","window_size"
2020-11-21,"36","1 wk ahead inc case",0.5,35759,33914.4533788895,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.75,35759,37276.3190880793,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.9,35759,41180.3169987398,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.975,35759,45930.9006054468,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.025,23143,12322.0095160393,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.1,23143,14039.1188258135,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.25,23143,15499.6008647418,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.5,23143,17214.406550124,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.75,23143,18968.2414486168,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.9,23143,20730.2081957014,"EWA",4
2020-11-21,"37","1 wk ahead inc case",0.975,23143,22850.5492782102,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.025,8668,7137.56144177557,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.1,8668,8127.15766819675,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.25,8668,8819.72485478912,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.5,8668,9627.71072116818,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.75,8668,10505.7188587602,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.9,8668,11430.6254926332,"EWA",4
2020-11-21,"38","1 wk ahead inc case",0.975,8668,12631.0885226388,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.025,53043,33630.062144933,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.1,53043,38992.4632601817,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.25,53043,43913.2298068672,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.5,53043,49358.200940424,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.75,53043,55563.5066389049,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.9,53043,60894.570405724,"EWA",4
2020-11-21,"39","1 wk ahead inc case",0.975,53043,69057.5096827067,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.025,20719,11958.5658218654,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.1,20719,14669.2311735836,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.25,20719,16766.5997267466,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.5,20719,19106.7210532751,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.75,20719,21296.5721766818,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.9,20719,23948.6989958454,"EWA",4
2020-11-21,"40","1 wk ahead inc case",0.975,20719,27002.405921312,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.025,7650,4706.43675632218,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.1,7650,5482.583467775,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.25,7650,6199.02327760362,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.5,7650,7003.9331139713,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.75,7650,7818.16897769154,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.9,7650,8707.93570354842,"EWA",4
2020-11-21,"41","1 wk ahead inc case",0.975,7650,9708.82805691638,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.025,42766,25873.4614076575,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.1,42766,30395.2713748798,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.25,42766,34318.1705370777,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.5,42766,38247.8846599388,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.75,42766,42121.9393348561,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.9,42766,46341.3457507068,"EWA",4
2020-11-21,"42","1 wk ahead inc case",0.975,42766,51782.5532103722,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.025,6472,3027.84420308508,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.1,6472,3801.23256943986,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.25,6472,4437.10606288122,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.5,6472,5231.58548712104,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.75,6472,6074.26749468141,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.9,6472,7021.16701201748,"EWA",4
2020-11-21,"44","1 wk ahead inc case",0.975,6472,8206.95911819409,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.025,11004,5630.96458421034,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.1,11004,6556.14414180266,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.25,11004,7512.96483616299,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.5,11004,8512.38331239798,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.75,11004,9573.15144443107,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.9,11004,10721.8039963269,"EWA",4
2020-11-21,"45","1 wk ahead inc case",0.975,11004,12023.8021488986,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.025,8032,7107.93870290093,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.1,8032,8248.38351345748,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.25,8032,9138.15857627287,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.5,8032,10113.9535025514,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.75,8032,11062.5651090255,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.9,8032,12161.4885852602,"EWA",4
2020-11-21,"46","1 wk ahead inc case",0.975,8032,13764.0454619848,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.025,30767,18169.1178565456,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.1,30767,22134.996524165,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.25,30767,25247.1034318907,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.5,30767,28892.1200694258,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.75,30767,32472.3259877847,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.9,30767,36422.3194523924,"EWA",4
2020-11-21,"47","1 wk ahead inc case",0.975,30767,41203.8833003901,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.025,85517,46454.7038264273,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.1,85517,53898.744580092,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.25,85517,60024.3730396367,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.5,85517,68057.2123178902,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.75,85517,76294.5894467327,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.9,85517,85858.0395244326,"EWA",4
2020-11-21,"48","1 wk ahead inc case",0.975,85517,95590.5609873312,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.025,22838,13001.2134637787,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.1,22838,14987.5125352593,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.25,22838,16715.9216253942,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.5,22838,18834.2626839211,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.75,22838,21181.2778450299,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.9,22838,23760.1029369076,"EWA",4
2020-11-21,"49","1 wk ahead inc case",0.975,22838,27002.0128040515,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.025,703,341.873614458707,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.1,703,449.389298451469,"EWA",4
